company_id,company_name,sector,quarter,revenue,operating_income,net_income,total_assets,total_debt,total_equity,current_assets,current_liabilities,operating_cash_flow,interest_expense,market_cap,stock_return_3m,volatility_3m,volume_change_3m,macro_rate,fx_rate,inflation,business_cycle_index,disclosure_risk_score,rnd_ratio
C001,MockCompany_001,IT,2021Q1,417.6007274764133,82.35156047340526,68.9170485984579,1055.008303243496,305.9382916957669,749.070011547729,791.2562274326219,272.8325258871307,41.736528091126445,4.485837012543624,2127.7558990856464,0.10708882707537996,0.16573377422695143,-0.05055229814567441,1.9986559073996568,1189.763472869117,2.6819096962294244,100.62223354834316,0.4298463778330023,0.07913610160910196
C001,MockCompany_001,IT,2021Q2,428.313712633736,55.36647805709829,40.46907502028369,1066.0320439545299,297.91534733801205,768.1166966165179,799.5240329658974,255.26098103382577,34.39207942345905,7.0838316782143345,2336.171791209672,0.09795103480318734,0.14675922341690445,0.09232319294779551,2.1303731945048416,1216.62166642396,2.8603664877292947,100.52039654325894,0.3675028713711092,0.07546721491822533
C001,MockCompany_001,IT,2021Q3,456.2531423085569,82.0540774801181,60.26853644360179,1125.7990165302265,298.50482865616067,827.2941878740658,844.3492623976699,309.2954826460225,79.62880176448135,5.551265604068573,2519.1764930582076,0.0783352930367229,0.21302024520840046,0.17397293540267256,2.249053324960736,1224.326089692737,2.6089909311224146,101.67656589566761,0.4566839869689282,0.08983368087999814
C001,MockCompany_001,IT,2021Q4,450.51820366169073,53.19861959553882,46.45604939382227,1146.2265481028176,296.6284404878437,849.5981076149739,859.6699110771132,277.06559152601045,30.653081894712102,5.069982364575058,2327.621617873085,-0.07603868792558487,0.17095569227479426,-0.06882093272562757,2.2051117657119312,1223.9032629563017,2.5847874862944105,102.11488263553491,0.17062405316164403,0.08217431201963955
C001,MockCompany_001,IT,2022Q1,488.54718190501393,75.38343347131126,62.09543056429381,1204.6821087609087,281.5152622567432,923.1668465041655,903.5115815706815,296.59186746960313,65.3301786493394,6.288899756200239,2841.7498857564447,0.22088137691088947,0.17149888231508592,0.26168737403558295,2.2123412135441582,1234.167755972448,2.4612178058897354,103.08669367964733,0.20995734799851842,0.06486406105330926
C001,MockCompany_001,IT,2022Q2,524.2047623833984,87.05414649517817,76.3856019020488,1285.5189198358257,289.0130864236156,996.5058334122101,964.1391898768693,288.0767260184346,75.72767688210519,6.030312691677426,3104.8608662084644,0.09258766289418982,0.21759973471774122,0.3722025758230756,2.1513225923135737,1230.770881610505,2.4364090474569533,101.5878528905625,0.47526668688718676,0.07892177647873774
C001,MockCompany_001,IT,2022Q3,540.4110775674246,59.20971370010967,36.293541512349464,1298.9508300950606,298.2512864867242,1000.6995436083364,974.2131225712955,282.7451600871754,-7.795770312200965,5.744456955303909,3028.7414172515682,-0.024516218998840447,0.04,0.0755085422355531,2.285930026435353,1217.5602532870248,2.128795290671234,102.22790839345504,0.2280588357034511,0.05961606849550787
C001,MockCompany_001,IT,2022Q4,563.8292782239832,68.50545210816863,59.61015439792093,1379.1670878844172,329.08942434120326,1050.077663543214,1034.375315913313,324.0469300554926,61.834260550304634,7.920380223522697,2925.729281990985,-0.03401153187717871,0.14198191483713976,0.5440214692658036,2.0347792936141915,1223.6185152238447,2.2975109151408244,102.85353113443333,0.22679199811634207,0.09096223009340863
C001,MockCompany_001,IT,2023Q1,591.5852773576922,79.76383191969292,68.97900107514087,1407.9772516121388,336.86560863089227,1071.1116429812466,1055.982938709104,353.6011854818432,26.144140839573243,7.506650610564021,3496.5869140417262,0.19511635460074678,0.2175506001091085,-0.034441083598172925,1.913172289896143,1227.1834180867445,2.11209125212438,102.14013076056851,0.5159433065089833,0.08071891096154035
C001,MockCompany_001,IT,2023Q2,670.746597984474,146.27408863782696,134.3438411820935,1563.7006873707385,326.8484546704027,1236.8522327003357,1172.7755155280538,411.8299493281361,69.26587800449612,5.594302076409544,4113.405046196782,0.17640577721034578,0.31259854890509736,0.08438824874905741,2.0122303685359664,1207.1380135287582,1.7964688772889663,100.5247831878054,0.44659081899152864,0.018745697474224443
