company_id,company_name,sector,quarter,revenue,operating_income,net_income,total_assets,total_debt,total_equity,current_assets,current_liabilities,operating_cash_flow,interest_expense,market_cap,stock_return_3m,volatility_3m,volume_change_3m,macro_rate,fx_rate,inflation,business_cycle_index,disclosure_risk_score,rnd_ratio,quarter_order,operating_margin,net_margin,roe,roa,debt_ratio,current_ratio,ocf_margin,interest_coverage,market_to_sales,revenue_growth_qoq,op_income_growth_qoq,market_cap_growth_qoq,revenue_growth_qoq_rolling4_mean,revenue_growth_qoq_rolling4_std,operating_margin_rolling4_mean,operating_margin_rolling4_std,debt_ratio_rolling4_mean,debt_ratio_rolling4_std,ocf_margin_rolling4_mean,ocf_margin_rolling4_std,stock_return_3m_rolling4_mean,stock_return_3m_rolling4_std,volatility_3m_rolling4_mean,volatility_3m_rolling4_std,growth_cashflow_gap,profitability_leverage_pressure,quality_of_growth,market_financial_mismatch,macro_pressure,risk_composite_proxy,future_revenue_growth_qoq,future_operating_margin,future_ocf_margin,future_debt_ratio,future_current_ratio,future_interest_coverage,future_net_margin,future_volatility_3m,future_disclosure_risk_score,target_growth,target_risk,target_health_score
C001,MockCompany_001,IT,2021Q1,417.6007274764133,82.35156047340526,68.9170485984579,1055.008303243496,305.9382916957669,749.070011547729,791.2562274326219,272.8325258871307,41.736528091126445,4.485837012543624,2127.7558990856464,0.1070888270753799,0.1657337742269514,-0.0505522981456744,1.9986559073996568,1189.763472869117,2.6819096962294244,100.62223354834316,0.4298463778330023,0.0791361016091019,2021Q1,0.1972016690939778,0.16503095915268828,0.09200348103105802,0.06532370255903713,0.40842416193277925,2.900153582703919,0.09994361921551931,18.35812585806611,5.0951920317254,0.029321658588051358,0.016305366076255545,0.03901112242922311,0.028748223617539495,0.04103992952872891,0.14908296294256101,0.02851283501543619,0.6270378788260513,0.06156726049581937,0.09118377837234426,0.043601873648594996,0.043950407107197303,0.10004747440174336,0.2019274246561828,0.07374245419873522,-0.09994361921551931,0.3278822355013261,0.2971452883094971,-0.1900564612341172,1.9951270031309136,0.9234623875612797,0.025653655399649145,0.12926618136159132,0.08029647057503495,0.38785167494719675,3.132182716389454,7.815894076020587,0.09448465885283373,0.1467592234169044,0.3675028713711092,0,0,100.0
C001,MockCompany_001,IT,2021Q2,428.313712633736,55.36647805709829,40.46907502028369,1066.03204395453,297.91534733801205,768.1166966165179,799.5240329658974,255.26098103382577,34.39207942345905,7.083831678214335,2336.171791209672,0.0979510348031873,0.1467592234169044,0.0923231929477955,2.1303731945048416,1216.62166642396,2.8603664877292947,100.52039654325894,0.3675028713711092,0.0754672149182253,2021Q2,0.12926618136159132,0.09448465885283373,0.052686102513450746,0.03796234386174969,0.38785167494719675,3.132182716389454,0.08029647057503495,7.815894076020587,5.454347414746324,0.025653655399649145,-0.3276814945725476,0.09795103480318734,0.028748223617539495,0.04103992952872891,0.16323392522778457,0.048037644058785994,0.398137918439988,0.014546945053377405,0.09012004489527713,0.013892632034666551,0.1025199309392836,0.006461394880741418,0.1562464988219279,0.013417033547752939,-0.0546428151753858,0.33771556999207547,0.2352163073362754,-0.13726527253308812,2.1117453887091355,0.8519776647800891,0.0652312285381178,0.17984331475452361,0.1745276785632637,0.3608206524729502,2.729911394668726,14.781147817030908,0.13209451257370414,0.2130202452084004,0.4566839869689282,1,0,100.0
C001,MockCompany_001,IT,2021Q3,456.2531423085569,82.0540774801181,60.26853644360179,1125.7990165302265,298.50482865616067,827.2941878740658,844.3492623976699,309.2954826460225,79.62880176448135,5.551265604068573,2519.176493058208,0.0783352930367229,0.2130202452084004,0.1739729354026725,2.249053324960736,1224.326089692737,2.608990931122414,101.6765658956676,0.4566839869689282,0.0898336808799981,2021Q3,0.17984331475452361,0.13209451257370414,0.07285018718480743,0.05353401056371425,0.3608206524729502,2.729911394668726,0.1745276785632637,14.781147817030908,5.5214446969200415,0.0652312285381178,0.4820172848180344,0.07833529303672315,0.045442441968883474,0.027985570349117736,0.16877038840336422,0.03529539483902905,0.38569882978430875,0.023874664080244926,0.11825592278460599,0.04971303135230234,0.09445838497176336,0.014691507140581627,0.17517108095075207,0.03412371346824078,-0.1092964500251459,0.29592947030032485,0.4196022218559051,-0.3412669288191822,2.0676133165369235,0.9656337024776535,-0.012569641970789358,0.11808317436018495,0.06803960782384388,0.3491397142117017,3.1027667720814986,10.492860873985471,0.10311691961864557,0.1709556922747942,0.170624053161644,0,0,100.0
C001,MockCompany_001,IT,2021Q4,450.51820366169073,53.19861959553882,46.45604939382227,1146.2265481028176,296.6284404878437,849.5981076149739,859.6699110771132,277.06559152601045,30.653081894712106,5.069982364575058,2327.621617873085,-0.0760386879255848,0.1709556922747942,-0.0688209327256275,2.2051117657119312,1223.9032629563017,2.5847874862944105,102.11488263553493,0.170624053161644,0.0821743120196395,2021Q4,0.11808317436018495,0.10311691961864557,0.05468002927193528,0.04052955279274738,0.3491397142117017,3.1027667720814986,0.06803960782384388,10.492860873985471,5.1665428809527265,-0.012569641970789358,-0.3516639120288815,-0.0760386879255851,0.026105080655659196,0.03890239968892996,0.15609858489256942,0.03837718525495854,0.376559050891157,0.026723434587626792,0.10570184404441546,0.04772850192721618,0.05183411674742633,0.08608836480432236,0.1741172337817626,0.027941502989831214,-0.08060924979463324,0.3079121884623762,0.17355314021323948,-0.24959182813882427,2.04363571708911,0.6494919338988144,0.08441163516642369,0.1543012348924232,0.13372337630617534,0.3049451605876836,3.046312730271451,11.98674432439535,0.12710221829964347,0.1714988823150859,0.2099573479985184,1,0,100.0
C001,MockCompany_001,IT,2022Q1,488.54718190501393,75.38343347131126,62.09543056429381,1204.6821087609087,281.5152622567432,923.1668465041656,903.5115815706816,296.5918674696032,65.3301786493394,6.288899756200239,2841.7498857564447,0.2208813769108894,0.1714988823150859,0.2616873740355829,2.2123412135441582,1234.167755972448,2.461217805889736,103.08669367964733,0.2099573479985184,0.0648640610533092,2022Q1,0.1543012348924232,0.12710221829964347,0.06726349716670241,0.051545075761199204,0.3049451605876836,3.046312730271451,0.13372337630617534,11.98674432439535,5.816735805679331,0.08441163516642369,0.41701860019001,0.2208813769108895,0.04068171928335032,0.043114321392093057,0.14537347634218079,0.027520175428006152,0.35068930055488307,0.03453796906466817,0.11414678331707948,0.04933156801511461,0.0802822542063037,0.12181998566173648,0.1755585108037962,0.027510283049986747,-0.04931174113975165,0.2578917457345357,0.37243624636502226,-0.15155486945413285,2.005995983593597,0.63934797604814,0.0729869740305189,0.16606897293188178,0.14446201621223392,0.29002648728477015,3.346813896419474,14.436091614434442,0.14571710786182326,0.2175997347177412,0.4752666868871867,0,0,100.0
C001,MockCompany_001,IT,2022Q2,524.2047623833984,87.05414649517817,76.3856019020488,1285.5189198358255,289.0130864236156,996.50583341221,964.1391898768692,288.0767260184346,75.72767688210519,6.030312691677426,3104.8608662084644,0.0925876628941898,0.2175997347177412,0.3722025758230756,2.1513225923135737,1230.770881610505,2.4364090474569533,101.5878528905625,0.4752666868871867,0.0789217764787377,2022Q2,0.16606897293188178,0.14571710786182326,0.07665344179713882,0.059420052652157496,0.29002648728477015,3.346813896419474,0.14446201621223392,14.436091614434442,5.9229924811932095,0.0729869740305189,0.15481800823397673,0.09258766289418974,0.05251504894106776,0.0440991690939715,0.1545741742347534,0.02647217046526248,0.32623300363927643,0.03408375433843703,0.1301881697263792,0.04488754901422369,0.07894141122905433,0.12158998390151712,0.1932686386290054,0.025520697902681754,-0.07147504218171502,0.2418620864183469,0.3835179631746346,-0.2909303002804448,1.974937338402836,0.9347285080232748,0.030916001431084084,0.10956421168589531,-0.014425630109726787,0.29804279255588295,3.4455518965116245,10.307277807196993,0.06715913684754939,0.04,0.2280588357034511,0,0,95.97549473383185
C001,MockCompany_001,IT,2022Q3,540.4110775674246,59.20971370010967,36.29354151234946,1298.9508300950606,298.2512864867242,1000.6995436083364,974.2131225712956,282.7451600871754,-7.795770312200965,5.744456955303909,3028.741417251568,-0.0245162189988404,0.04,0.0755085422355531,2.285930026435353,1217.5602532870248,2.128795290671234,102.22790839345504,0.2280588357034511,0.0596160684955078,2022Q3,0.10956421168589531,0.06715913684754939,0.036268170345561894,0.027940658469470674,0.29804279255588295,3.4455518965116245,-0.014425630109726787,10.307277807196993,5.604513939424347,0.030916001431084084,-0.31985188432822986,-0.0245162189988406,0.04393624216430933,0.04413858505237924,0.13700439846759632,0.02741597229982755,0.3105385386600096,0.026446326490660227,0.08294984255813159,0.07318013622570124,0.0532285332201635,0.13217523475374388,0.15001357732690532,0.07653118400592782,0.04534163154081087,0.26538796894083483,0.1260545830072526,-0.15057080200609302,1.910421936973413,0.5787884361850968,0.043334050001291535,0.12150034550144997,0.10966841017012793,0.3133953189999902,3.192054051346777,8.64926306139513,0.10572376550856384,0.1419819148371397,0.226791998116342,1,0,100.0
C001,MockCompany_001,IT,2022Q4,563.8292782239832,68.50545210816863,59.61015439792093,1379.1670878844172,329.08942434120326,1050.077663543214,1034.375315913313,324.0469300554926,61.83426055030464,7.920380223522697,2925.729281990985,-0.0340115318771787,0.1419819148371397,0.5440214692658036,2.0347792936141915,1223.6185152238447,2.2975109151408244,102.85353113443333,0.226791998116342,0.0909622300934086,2022Q4,0.12150034550144997,0.10572376550856384,0.05676737680213595,0.0432218510153959,0.3133953189999902,3.192054051346777,0.10966841017012793,8.64926306139513,5.1890339770960585,0.043334050001291535,0.15699684776624312,-0.03401153187717865,0.057912165157329554,0.024971891336480874,0.13785869125291256,0.026673021847531935,0.30160243985708174,0.00994852664514334,0.0933570431447026,0.07331285579224911,0.06373532223226502,0.11954095822588359,0.1427701329674917,0.07524876932582747,-0.0663343601688364,0.27531767946295427,0.27450280567286944,-0.30851433755004815,1.883387127631409,0.644091592416436,0.0492276655464543,0.13483065751031226,0.044193359503978034,0.31450093072741975,2.9863670769857773,10.62575521988681,0.11660026663124218,0.2175506001091085,0.5159433065089833,1,0,100.0
C001,MockCompany_001,IT,2023Q1,591.5852773576922,79.76383191969292,68.97900107514087,1407.9772516121388,336.86560863089227,1071.1116429812466,1055.982938709104,353.6011854818432,26.144140839573243,7.506650610564021,3496.5869140417262,0.1951163546007467,0.2175506001091085,-0.0344410835981729,1.913172289896143,1227.1834180867445,2.11209125212438,102.14013076056852,0.5159433065089833,0.0807189109615403,2023Q1,0.13483065751031226,0.11660026663124218,0.06439945035335982,0.04899155934239043,0.31450093072741975,2.9863670769857773,0.044193359503978034,10.62575521988681,5.910537411703811,0.0492276655464543,0.16434282914807352,0.19511635460074683,0.049116172752337206,0.01764942646789319,0.13299104690738484,0.024347389898081946,0.3039913823920158,0.011962283036498662,0.07097453894415327,0.07049360593301388,0.05729406665472935,0.10842855735794826,0.15428306241599735,0.08411048072634635,0.005034306042476268,0.27209656344983657,0.2282516825607446,-0.03313532795999791,1.7769972651332062,1.0106247761104046,0.13381218846478848,0.21807652707765915,0.1032668346176184,0.26425828892797676,2.8477178928790514,26.146977158866534,0.20029000756110124,0.3125985489050973,0.4465908189915286,1,0,100.0
C001,MockCompany_001,IT,2023Q2,670.746597984474,146.27408863782696,134.3438411820935,1563.7006873707385,326.8484546704027,1236.8522327003357,1172.7755155280538,411.8299493281361,69.26587800449612,5.594302076409544,4113.405046196782,0.1764057772103457,0.3125985489050973,0.0843882487490574,2.0122303685359664,1207.1380135287582,1.7964688772889663,100.5247831878054,0.4465908189915286,0.0187456974742244,2023Q2,0.21807652707765915,0.20029000756110124,0.10861753540977251,0.08591403857978605,0.26425828892797676,2.8477178928790514,0.1032668346176184,26.146977158866534,6.132576830879229,0.13381218846478848,0.8338397882526165,0.17640577721034578,0.0643224763609046,0.0469509673670108,0.14599293544382919,0.04915139709175868,0.2975493328028174,0.023430671178057992,0.06067574354549939,0.0580981001706012,0.07824859523376831,0.12443987669589607,0.17803276596283638,0.11550226188364489,0.03054535384717008,0.20662975902707897,0.45515555016006604,-0.27874977294972036,1.6951861400973538,0.9963644807708749,0.03455961981818545,0.1898048158327558,0.1143926583342351,0.24303881744797387,3.1970586299187858,22.96163207674866,0.14285561563704638,0.1443245910663437,0.3863745186906832,0,0,100.0
